,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
4401,Bulls Head,40.6095918,-74.15940949,101 Cafe,40.61160572,-74.15576166,Café
4402,Bulls Head,40.6095918,-74.15940949,Pizza D'Oro,40.60721962,-74.16298154,Pizza Place
4403,Bulls Head,40.6095918,-74.15940949,Hawaii Poke Bowl,40.61335773,-74.15895072,Poke Place
4404,Bulls Head,40.6095918,-74.15940949,8 Morgan Lane Pool Club,40.61260452,-74.16260315,Italian Restaurant
4405,Bulls Head,40.6095918,-74.15940949,McDonald's,40.60777789,-74.16286938,Fast Food Restaurant
4406,Carnegie Hill,40.78268257,-73.95325647,Marinara Pizza Upper East,40.78253758,-73.95335872,Pizza Place
4407,Carnegie Hill,40.78268257,-73.95325647,Lex Restaurant,40.78253,-73.9537,Italian Restaurant
4408,Carnegie Hill,40.78268257,-73.95325647,Dig Inn,40.7803316,-73.9547278,American Restaurant
4409,Carnegie Hill,40.78268257,-73.95325647,Corner Bagel Shop,40.783004,-73.95067,Bagel Shop
4410,Carnegie Hill,40.78268257,-73.95325647,Sfoglia,40.7834191,-73.95276825,Italian Restaurant
4411,Carnegie Hill,40.78268257,-73.95325647,Bonjour Crêpes & Wine,40.78454277,-73.95199001,Café
4412,Carnegie Hill,40.78268257,-73.95325647,Table d'Hote,40.784492,-73.955712,French Restaurant
4413,Carnegie Hill,40.78268257,-73.95325647,Corrado Bread & Pastry,40.78197555,-73.95376063,Café
4414,Carnegie Hill,40.78268257,-73.95325647,San Matteo Pizza Espresso Bar,40.780383,-73.950125,Pizza Place
4415,Carnegie Hill,40.78268257,-73.95325647,Paola's Restaurant,40.78465466,-73.95586923,Restaurant
4416,Carnegie Hill,40.78268257,-73.95325647,Marco Polo Pizza & Deli,40.78451771,-73.9561309,Pizza Place
4417,Carnegie Hill,40.78268257,-73.95325647,Sarabeth's East,40.7848566,-73.95592681,Breakfast Spot
4418,Carnegie Hill,40.78268257,-73.95325647,Korali Estiatorio,40.78329813,-73.95077652,Mediterranean Restaurant
4419,Carnegie Hill,40.78268257,-73.95325647,Naruto Ramen,40.78107416,-73.95229933,Ramen Restaurant
4420,Carnegie Hill,40.78268257,-73.95325647,Tacos y Quesadillas,40.78008807,-73.95520911,Food Truck
4421,Carnegie Hill,40.78268257,-73.95325647,Corner Cafe and Bakery,40.78278542,-73.95098296,Café
4422,Carnegie Hill,40.78268257,-73.95325647,Cafe D'Alsace,40.7791522,-73.95106941,French Restaurant
4423,Carnegie Hill,40.78268257,-73.95325647,Noglu,40.78380094,-73.95668705,Bakery
4424,Carnegie Hill,40.78268257,-73.95325647,Maison Kayser,40.77938182,-73.95355943,Bakery
4425,Carnegie Hill,40.78268257,-73.95325647,Mughlai Indian Cuisine,40.7802058,-73.95008786,Indian Restaurant
4426,Carnegie Hill,40.78268257,-73.95325647,Bluestone Lane,40.78375703,-73.95852578,Café
4427,Carnegie Hill,40.78268257,-73.95325647,Otto’s Tacos,40.7800801,-73.95311645,Taco Place
4428,Carnegie Hill,40.78268257,-73.95325647,Wok 88,40.78026278,-73.95291983,Chinese Restaurant
4429,Carnegie Hill,40.78268257,-73.95325647,Bocado Café,40.78029271,-73.95512761,Café
4430,Carnegie Hill,40.78268257,-73.95325647,Russ & Daughters,40.78533211,-73.95748076,Kosher Restaurant
4431,Carnegie Hill,40.78268257,-73.95325647,Roma Pizza,40.78013987,-73.95307652,Pizza Place
4432,Carnegie Hill,40.78268257,-73.95325647,Chick-Fil-A,40.77925554,-73.9539523,Fast Food Restaurant
4433,Carnegie Hill,40.78268257,-73.95325647,Ooki Sushi,40.78038747,-73.95282502,Sushi Restaurant
4434,Carnegie Hill,40.78268257,-73.95325647,Ichiro,40.778901,-73.950843,Japanese Restaurant
4435,Carnegie Hill,40.78268257,-73.95325647,Barking Dog,40.78392858,-73.95030051,Diner
4436,Noho,40.72325902,-73.98843368,Katz's Delicatessen,40.722312,-73.987362,Sandwich Place
4437,Noho,40.72325902,-73.98843368,Lucien,40.723329,-73.988071,French Restaurant
4438,Noho,40.72325902,-73.98843368,Le French Diner,40.72211362,-73.98813029,French Restaurant
4439,Noho,40.72325902,-73.98843368,Lil' Frankie's,40.72344477,-73.98832829,Italian Restaurant
4440,Noho,40.72325902,-73.98843368,Sweet Chick,40.72176401,-73.98748035,Southern / Soul Food Restaurant
4441,Noho,40.72325902,-73.98843368,Punjabi Grocery & Deli,40.72241838,-73.98694781,Deli / Bodega
4442,Noho,40.72325902,-73.98843368,Tacos Cholula,40.72300436,-73.9858058,Taco Place
4443,Noho,40.72325902,-73.98843368,Insomnia Cookies,40.72120723,-73.98869022,Bakery
4444,Noho,40.72325902,-73.98843368,V-Nam Cafe,40.723534,-73.988101,Vietnamese Restaurant
4445,Noho,40.72325902,-73.98843368,Cheese Grille,40.7219115,-73.9886709,Sandwich Place
4446,Noho,40.72325902,-73.98843368,El Diablito Taqueria,40.7252289,-73.98904211,Mexican Restaurant
4447,Noho,40.72325902,-73.98843368,Souvlaki GR,40.721114,-73.987174,Greek Restaurant
4448,Noho,40.72325902,-73.98843368,Divya's Kitchen,40.7235013,-73.98830432,Restaurant
4449,Noho,40.72325902,-73.98843368,Gaia Italian Cafe,40.72195968,-73.98540049,Italian Restaurant
4450,Noho,40.72325902,-73.98843368,Rosie's,40.72495639,-73.99047989,Mexican Restaurant
4451,Noho,40.72325902,-73.98843368,Spiegel,40.72384929,-73.98795418,Café
4452,Noho,40.72325902,-73.98843368,Claw Daddy's,40.72203342,-73.98824624,Cajun / Creole Restaurant
4453,Noho,40.72325902,-73.98843368,Supper,40.72291487,-73.98531854,Italian Restaurant
4454,Noho,40.72325902,-73.98843368,Downtown Bakery,40.7253139,-73.98693444,Mexican Restaurant
4455,Noho,40.72325902,-73.98843368,Momofuku Ko,40.72472711,-73.99159267,New American Restaurant
4456,Noho,40.72325902,-73.98843368,Yonah Schimmel Knish Bakery,40.72338183,-73.99026881,Bakery
4457,Noho,40.72325902,-73.98843368,Emmy Squared,40.72586676,-73.98663786,Pizza Place
4458,Noho,40.72325902,-73.98843368,Baar Baar,40.7245338,-73.99162419,Indian Restaurant
4459,Noho,40.72325902,-73.98843368,Sonnyboy,40.72057759,-73.99005877,Australian Restaurant
4460,Noho,40.72325902,-73.98843368,Mr. Taka Ramen,40.721139,-73.989123,Ramen Restaurant
4461,Noho,40.72325902,-73.98843368,Sauce Pizzeria,40.720368,-73.98883,Pizza Place
4462,Noho,40.72325902,-73.98843368,Duckedup,40.72043562,-73.98819361,Asian Restaurant
4463,Noho,40.72325902,-73.98843368,Double Zero,40.72610826,-73.98980625,Pizza Place
4464,Noho,40.72325902,-73.98843368,Trapizzino,40.72038961,-73.98897171,Italian Restaurant
4465,Noho,40.72325902,-73.98843368,Mezetto,40.72294426,-73.98871858,Mediterranean Restaurant
4466,Civic Center,40.71522892,-74.0054153,Atera,40.71675176,-74.00571151,Molecular Gastronomy Restaurant
4467,Civic Center,40.71522892,-74.0054153,Nish Nūsh,40.7155371,-74.00772453,Falafel Restaurant
4468,Civic Center,40.71522892,-74.0054153,Racines,40.71475415,-74.0075806,French Restaurant
4469,Civic Center,40.71522892,-74.0054153,Takahachi,40.71652647,-74.00810108,Sushi Restaurant
4470,Civic Center,40.71522892,-74.0054153,Sophie's Cuban Cuisine,40.71480296,-74.00765642,Cuban Restaurant
4471,Civic Center,40.71522892,-74.0054153,Los Tacos No. 1,40.714267,-74.008756,Taco Place
4472,Civic Center,40.71522892,-74.0054153,Woops!,40.71639779,-74.00503246,Bakery
4473,Civic Center,40.71522892,-74.0054153,Chipotle Mexican Grill,40.71460661,-74.00633473,Burrito Place
4474,Civic Center,40.71522892,-74.0054153,Tiny's and the Bar Upstairs,40.71679305,-74.00821999,American Restaurant
4475,Civic Center,40.71522892,-74.0054153,The Hummus & Pita Co,40.71445303,-74.00685275,Falafel Restaurant
4476,Civic Center,40.71522892,-74.0054153,The Odeon,40.71701011,-74.00804245,French Restaurant
4477,Civic Center,40.71522892,-74.0054153,Takahachi Bakery,40.71365285,-74.0088039,Bakery
4478,Civic Center,40.71522892,-74.0054153,Khe-Yo,40.71675282,-74.00858376,Asian Restaurant
4479,Civic Center,40.71522892,-74.0054153,Two Hands Restaurant & Bar,40.71793729,-74.0056948,Australian Restaurant
4480,Civic Center,40.71522892,-74.0054153,Little Park,40.71548659,-74.00913314,American Restaurant
4481,Civic Center,40.71522892,-74.0054153,Gran Morsi,40.71424619,-74.00792515,Italian Restaurant
4482,Civic Center,40.71522892,-74.0054153,Hank's Juicy Beef,40.714349,-74.007215,Sandwich Place
4483,Civic Center,40.71522892,-74.0054153,Aahar Indian Cuisine,40.71330657,-74.00799406,Indian Restaurant
4484,Civic Center,40.71522892,-74.0054153,Potbelly Sandwich Shop,40.71445413,-74.00582022,Sandwich Place
4485,Civic Center,40.71522892,-74.0054153,Restaurant Marc Forgione,40.71637984,-74.00962933,New American Restaurant
4486,Civic Center,40.71522892,-74.0054153,Sushi of Gari Tribeca,40.71668439,-74.00834343,Sushi Restaurant
4487,Civic Center,40.71522892,-74.0054153,Max,40.716832,-74.008469,Italian Restaurant
4488,Civic Center,40.71522892,-74.0054153,Sole di Capri,40.71534256,-74.00768998,Italian Restaurant
4489,Civic Center,40.71522892,-74.0054153,Zucker's Bagels & Smoked Fish,40.71558,-74.00985,Bagel Shop
4490,Civic Center,40.71522892,-74.0054153,sweetgreen,40.715493,-74.008951,Salad Place
4491,Civic Center,40.71522892,-74.0054153,Scalini Fedeli,40.71722617,-74.00943297,Italian Restaurant
4492,Civic Center,40.71522892,-74.0054153,Lekka Burger,40.715246,-74.010559,Burger Joint
4493,Civic Center,40.71522892,-74.0054153,Tribeca's Kitchen,40.71610598,-74.00707601,Diner
4494,Civic Center,40.71522892,-74.0054153,Gotan,40.71921715,-74.0066421,Café
4495,Civic Center,40.71522892,-74.0054153,Maman,40.7189732,-74.00626391,French Restaurant
4496,Midtown South,40.74850966,-73.98871313,Jongro BBQ,40.747574,-73.987043,Korean Restaurant
4497,Midtown South,40.74850966,-73.98871313,Samwon Garden BBQ,40.74801,-73.98728,Korean Restaurant
4498,Midtown South,40.74850966,-73.98871313,Anytime Soju Bar and Eatery,40.74780809,-73.98679825,Korean Restaurant
4499,Midtown South,40.74850966,-73.98871313,L'Amico,40.74709571,-73.98980498,Italian Restaurant
4500,Midtown South,40.74850966,-73.98871313,E-Mo Kimbap,40.747264,-73.986221,Korean Restaurant
4501,Midtown South,40.74850966,-73.98871313,Woorijip,40.7476232,-73.98637205,Korean Restaurant
4502,Midtown South,40.74850966,-73.98871313,Izakaya MEW,40.75014508,-73.98639034,Japanese Restaurant
4503,Midtown South,40.74850966,-73.98871313,Bb.q Olive Chicken,40.74786345,-73.98696541,Fried Chicken Joint
4504,Midtown South,40.74850966,-73.98871313,Cho Dang Gol,40.75015847,-73.9864382,Korean Restaurant
4505,Midtown South,40.74850966,-73.98871313,OSAMIL Korean Gastropub,40.74686448,-73.98653183,Gastropub
4506,Midtown South,40.74850966,-73.98871313,BCD Tofu House,40.747362,-73.985663,Korean Restaurant
4507,Midtown South,40.74850966,-73.98871313,Pocha 32,40.74763486,-73.98648664,Korean Restaurant
4508,Midtown South,40.74850966,-73.98871313,Keens Steakhouse,40.75090461,-73.98647049,Steakhouse
4509,Midtown South,40.74850966,-73.98871313,Baekjeong NYC (Kang Ho Dong Baekjeong),40.7470988,-73.98519423,Korean Restaurant
4510,Midtown South,40.74850966,-73.98871313,Hanamizuki Cafe,40.7474367,-73.99184819,Japanese Restaurant
4511,Midtown South,40.74850966,-73.98871313,Dig,40.749295,-73.991467,American Restaurant
4512,Midtown South,40.74850966,-73.98871313,Abiko Curry,40.74747462,-73.98608184,Japanese Restaurant
4513,Midtown South,40.74850966,-73.98871313,Shake Shack,40.75125311,-73.98762983,Burger Joint
4514,Midtown South,40.74850966,-73.98871313,Stella 34 Trattoria,40.75036011,-73.98833372,Italian Restaurant
4515,Midtown South,40.74850966,-73.98871313,New Wonjo,40.74779978,-73.98684698,Korean Restaurant
4516,Midtown South,40.74850966,-73.98871313,Krispy Kreme Doughnuts,40.74999,-73.992149,Donut Shop
4517,Midtown South,40.74850966,-73.98871313,Food Gallery 32,40.74759182,-73.98628633,Food Court
4518,Midtown South,40.74850966,-73.98871313,Keki Modern Cakes,40.74703291,-73.98508914,Bakery
4519,Midtown South,40.74850966,-73.98871313,KazuNori: The Original Hand Roll Bar,40.7451568,-73.98821168,Japanese Restaurant
4520,Midtown South,40.74850966,-73.98871313,Dig Inn,40.745348,-73.988496,New American Restaurant
4521,Midtown South,40.74850966,-73.98871313,ALT: A Little Taste,40.74685438,-73.99244858,Café
4522,Midtown South,40.74850966,-73.98871313,Gopchang Story,40.74719626,-73.98566625,Korean Restaurant
4523,Midtown South,40.74850966,-73.98871313,Five Senses,40.74755145,-73.98616662,Korean Restaurant
4524,Midtown South,40.74850966,-73.98871313,&pizza,40.74520458,-73.98823142,Pizza Place
4525,Midtown South,40.74850966,-73.98871313,Made Nice,40.74508326,-73.98833474,Restaurant
4526,Richmond Town,40.56960594,-74.1340573,Casa verde,40.573267,-74.136584,Italian Restaurant
4527,Richmond Town,40.56960594,-74.1340573,The Bagel Depot,40.5728002,-74.13342417,Bagel Shop
4528,Richmond Town,40.56960594,-74.1340573,A1 Food store USA,40.56850755,-74.13080692,American Restaurant
4529,Richmond Town,40.56960594,-74.1340573,Moonstruck Cafe,40.573073,-74.136913,Café
4530,Shore Acres,40.60971934,-74.06667766,Bin 5,40.61327825,-74.06545857,Italian Restaurant
4531,Shore Acres,40.60971934,-74.06667766,Da Noi Fingerboard,40.60698963,-74.06678012,Italian Restaurant
4532,Shore Acres,40.60971934,-74.06667766,The Phunky Elephant Gastropub,40.61248921,-74.06489352,Gastropub
4533,Shore Acres,40.60971934,-74.06667766,Bagels By The Bay,40.61318854,-74.06546253,Bagel Shop
4534,Shore Acres,40.60971934,-74.06667766,Convenient Food Mart,40.61201313,-74.07061195,Restaurant
4535,Shore Acres,40.60971934,-74.06667766,Joann's Deli,40.61021389,-74.0631962,Deli / Bodega
4536,Shore Acres,40.60971934,-74.06667766,Island Garden,40.610237,-74.063558,Chinese Restaurant
4537,Shore Acres,40.60971934,-74.06667766,Rosebank Pizza,40.610041,-74.06342,Pizza Place
4538,Shore Acres,40.60971934,-74.06667766,Gogo's deli,40.607182,-74.067091,Deli / Bodega
4539,Shore Acres,40.60971934,-74.06667766,A J's Deli,40.60710907,-74.06707764,Food
4540,Shore Acres,40.60971934,-74.06667766,Da Noi Downtown Staten Island,40.6069802,-74.0667847,Italian Restaurant
4541,Shore Acres,40.60971934,-74.06667766,Angie's Pizza & Restaurant,40.610118,-74.062982,Italian Restaurant
4542,Shore Acres,40.60971934,-74.06667766,Lucky Deli & Grocery,40.613883,-74.066221,Deli / Bodega
4543,Shore Acres,40.60971934,-74.06667766,Bloom Cafe,40.614011,-74.065792,Café
4544,Shore Acres,40.60971934,-74.06667766,Paul Mart Deli,40.61410522,-74.06648254,Deli / Bodega
4545,Clifton,40.61917845,-74.07264245,Bayou,40.61685348,-74.06816057,Cajun / Creole Restaurant
4546,Clifton,40.61917845,-74.07264245,Maizal,40.6183345,-74.0695467,Mexican Restaurant
4547,Clifton,40.61917845,-74.07264245,Korzo Klub,40.61881854,-74.06942993,Eastern European Restaurant
4548,Clifton,40.61917845,-74.07264245,Pronto Pizza,40.61644869,-74.06794261,Pizza Place
4549,Clifton,40.61917845,-74.07264245,Bayview Deli,40.62098073,-74.07256643,Deli / Bodega
4550,Clifton,40.61917845,-74.07264245,Seppe Pizza,40.618827,-74.069746,Pizza Place
4551,Clifton,40.61917845,-74.07264245,Sofia's Taqueria,40.61875,-74.0695,Taco Place
4552,Clifton,40.61917845,-74.07264245,Joogwok Restaurant,40.61679459,-74.07344818,Food
4553,Clifton,40.61917845,-74.07264245,Mazial,40.61855596,-74.06946943,Mexican Restaurant
4554,Clifton,40.61917845,-74.07264245,Kum Fung Kitchen,40.621842,-74.072305,Chinese Restaurant
4555,Clifton,40.61917845,-74.07264245,Molo,40.61839056,-74.06915966,American Restaurant
4556,Clifton,40.61917845,-74.07264245,Yummy Taco,40.616481,-74.068183,Mexican Restaurant
4557,Clifton,40.61917845,-74.07264245,Jackie's Cake Boutique,40.616455,-74.068112,Bakery
4558,Clifton,40.61917845,-74.07264245,Fire Grilled Burgers,40.617239,-74.067446,Burger Joint
4559,Concord,40.60447319,-74.08402365,Inca's Grill Peruvian Cuisine,40.603163,-74.083309,Peruvian Restaurant
4560,Concord,40.60447319,-74.08402365,Golden Star Chinese Restaurant,40.603209,-74.083483,Chinese Restaurant
4561,Concord,40.60447319,-74.08402365,Quick Mart,40.60424265,-74.08374201,Deli / Bodega
4562,Concord,40.60447319,-74.08402365,Muscle Maker Grill,40.60438322,-74.08352344,Sandwich Place
4563,Concord,40.60447319,-74.08402365,Venezia,40.60497284,-74.0831604,Italian Restaurant
4564,Concord,40.60447319,-74.08402365,K&S Bagels,40.605967,-74.08686,Bagel Shop
4565,Concord,40.60447319,-74.08402365,toluca deli,40.606921,-74.087819,Deli / Bodega
4566,Emerson Hill,40.60679439,-74.09776207,Road House,40.610815,-74.099767,Bistro
4567,Emerson Hill,40.60679439,-74.09776207,All Kitchen,40.602353,-74.09694,Food
4568,Randall Manor,40.63563001,-74.09805062,S&S Pizza,40.63404889,-74.09848263,Pizza Place
4569,Randall Manor,40.63563001,-74.09805062,A&M Pizzeria,40.633853,-74.098508,Pizza Place
4570,Randall Manor,40.63563001,-74.09805062,Michaels Deli,40.63382,-74.097555,Bagel Shop
4571,Randall Manor,40.63563001,-74.09805062,Md Bagels,40.63376999,-74.09712982,Deli / Bodega
4572,Howland Hook,40.63843284,-74.18622332,Cucina Fresca,40.63744475,-74.18925987,Italian Restaurant
4573,Elm Park,40.63014674,-74.14181679,Denino's Pizzeria Tavern,40.63017383,-74.1402263,Pizza Place
4574,Elm Park,40.63014674,-74.14181679,John's Famous Deli,40.63360735,-74.14192792,Deli / Bodega
4575,Elm Park,40.63014674,-74.14181679,Lacey's Bridge Tavern,40.63420545,-74.143781,American Restaurant
4576,Elm Park,40.63014674,-74.14181679,Bella Mama Rose Italian Restaurant,40.63177191,-74.14694966,Italian Restaurant
4577,Elm Park,40.63014674,-74.14181679,Mr Rice,40.629916,-74.14057,Chinese Restaurant
4578,Elm Park,40.63014674,-74.14181679,Melone & Sons Bakery,40.630708,-74.140409,Bakery
4579,Elm Park,40.63014674,-74.14181679,Around The Clock Deli,40.63205463,-74.13796072,Deli / Bodega
4580,Elm Park,40.63014674,-74.14181679,La Campeña,40.631092,-74.147193,Deli / Bodega
4581,Elm Park,40.63014674,-74.14181679,bella mama rosa staten island,40.63175,-74.147008,Italian Restaurant
4582,Elm Park,40.63014674,-74.14181679,The Catered Corner,40.628598,-74.136447,Café
4583,Remsen Village,40.65211745,-73.91665332,A & C Coffee Shop,40.64949974,-73.91616656,Breakfast Spot
4584,Remsen Village,40.65211745,-73.91665332,Brucee's Patties,40.65530172,-73.91618044,Caribbean Restaurant
4585,Remsen Village,40.65211745,-73.91665332,Dunkin' / Baskin-Robbins,40.65278145,-73.92160369,Donut Shop
4586,Remsen Village,40.65211745,-73.91665332,Golden Krust Caribbean Restaurant,40.655818,-73.915774,Caribbean Restaurant
4587,Remsen Village,40.65211745,-73.91665332,SUBWAY,40.65289052,-73.91996246,Sandwich Place
4588,Remsen Village,40.65211745,-73.91665332,Popeyes Louisiana Kitchen,40.65400042,-73.91780208,Fried Chicken Joint
4589,Remsen Village,40.65211745,-73.91665332,Silver Krust  Restaurant,40.65130714,-73.91801408,Caribbean Restaurant
4590,Remsen Village,40.65211745,-73.91665332,Burger King,40.65275634,-73.91951591,Fast Food Restaurant
4591,Remsen Village,40.65211745,-73.91665332,Wendy’s,40.64855716,-73.91459137,Fast Food Restaurant
4592,Remsen Village,40.65211745,-73.91665332,JoJo's Pizza,40.655014,-73.916012,Pizza Place
4593,Remsen Village,40.65211745,-73.91665332,Subway Restaurant #49182,40.65281677,-73.92042542,Sandwich Place
4594,Remsen Village,40.65211745,-73.91665332,Zheng Chinese Restaurant,40.649301,-73.920131,Chinese Restaurant
4595,Remsen Village,40.65211745,-73.91665332,ADJ Coffe Shop,40.65379879,-73.91159932,Café
4596,Remsen Village,40.65211745,-73.91665332,Brothers Deli,40.65382899,-73.91159677,Deli / Bodega
4597,Remsen Village,40.65211745,-73.91665332,Evergreen salad bar,40.65383983,-73.91159654,Salad Place
4598,Remsen Village,40.65211745,-73.91665332,Royal Fried Chicken,40.656279,-73.915063,Southern / Soul Food Restaurant
4599,New Lots,40.66274428,-73.88511776,Caterina Pizza,40.66638294,-73.88333574,Pizza Place
4600,New Lots,40.66274428,-73.88511776,Popeyes Louisiana Kitchen,40.66629241,-73.88251616,Fried Chicken Joint
4601,New Lots,40.66274428,-73.88511776,Stanley Spanish Restaurant,40.659529,-73.883985,Breakfast Spot
4602,New Lots,40.66274428,-73.88511776,Lee Chinese Restaraunt,40.66072845,-73.88493347,Chinese Restaurant
4603,New Lots,40.66274428,-73.88511776,Que's Cafe,40.660644,-73.884981,Food
4604,New Lots,40.66274428,-73.88511776,Mamas Fried Chicken,40.664195,-73.888336,Fried Chicken Joint
4605,New Lots,40.66274428,-73.88511776,Nelly's Cakes & Party Supplies,40.664753,-73.886995,Bakery
4606,New Lots,40.66274428,-73.88511776,Three Brothers,40.660065,-73.884994,Pizza Place
4607,New Lots,40.66274428,-73.88511776,Shung Feng Restaurant,40.663501,-73.888737,Chinese Restaurant
4608,New Lots,40.66274428,-73.88511776,Number 1 Chinese Food,40.659682,-73.884715,Asian Restaurant
4609,New Lots,40.66274428,-73.88511776,Lechonera Resurant,40.66612057,-73.88342894,Latin American Restaurant
4610,New Lots,40.66274428,-73.88511776,Sabba Candy & Grocery Store,40.66621017,-73.8833847,Deli / Bodega
4611,New Lots,40.66274428,-73.88511776,New York Chan Chinese Restaurant,40.666093,-73.88288,Chinese Restaurant
4612,New Lots,40.66274428,-73.88511776,Piggys Restaurant,40.6661644,-73.88259888,Spanish Restaurant
4613,New Lots,40.66274428,-73.88511776,Livonia Deli & Grocery,40.666539,-73.883374,Deli / Bodega
4614,New Lots,40.66274428,-73.88511776,Crown Fried Chicken,40.666514,-73.88304,Fast Food Restaurant
4615,New Lots,40.66274428,-73.88511776,LOMA #4,40.66643553,-73.88268247,Spanish Restaurant
4616,Paerdegat Basin,40.63131755,-73.90233474,Canarsie One Stop Market,40.63376617,-73.90226746,Deli / Bodega
4617,Paerdegat Basin,40.63131755,-73.90233474,Keyfood,40.63045326,-73.89906978,Food
4618,Paerdegat Basin,40.63131755,-73.90233474,Double Dragon Chinese Food,40.633959,-73.902186,Asian Restaurant
4619,Paerdegat Basin,40.63131755,-73.90233474,Cafe E,40.631797,-73.907407,Food
4620,Mill Basin,40.61597424,-73.91515392,Mill Basin Kosher Deli,40.6156429,-73.9181166,Deli / Bodega
4621,Mill Basin,40.61597424,-73.91515392,Pizza D' Amore,40.61475744,-73.91270424,Pizza Place
4622,Mill Basin,40.61597424,-73.91515392,Yoshi,40.61566841,-73.91805553,Japanese Restaurant
4623,Mill Basin,40.61597424,-73.91515392,La Villa Pizzeria,40.61686741,-73.90985844,Pizza Place
4624,Mill Basin,40.61597424,-73.91515392,Gourmet Grill,40.61954308,-73.91611065,American Restaurant
4625,Mill Basin,40.61597424,-73.91515392,Landi's Pork Store,40.6196331,-73.91791812,Italian Restaurant
4626,Mill Basin,40.61597424,-73.91515392,Hard Times Sundaes,40.612313,-73.91642,Food Truck
4627,Mill Basin,40.61597424,-73.91515392,Bagels Supreme,40.615585,-73.913116,Bagel Shop
4628,Mill Basin,40.61597424,-73.91515392,Mill Basin Bagel Cafe,40.6198299,-73.916547,Bagel Shop
4629,Mill Basin,40.61597424,-73.91515392,Lima Peruvian Restaurant,40.61706924,-73.90976715,Peruvian Restaurant
4630,Mill Basin,40.61597424,-73.91515392,Duet Bakery,40.613448,-73.912553,Bakery
4631,Mill Basin,40.61597424,-73.91515392,Sosaku,40.619384,-73.916243,Japanese Restaurant
4632,Mill Basin,40.61597424,-73.91515392,ChinaTokyo,40.61943111,-73.91794032,Chinese Restaurant
4633,Mill Basin,40.61597424,-73.91515392,SUBWAY,40.61342239,-73.9124527,Sandwich Place
4634,Mill Basin,40.61597424,-73.91515392,Bolla Market,40.61581374,-73.91385745,Deli / Bodega
4635,Mill Basin,40.61597424,-73.91515392,Gourmet Bagel Shoppe,40.61569415,-73.91340959,Bagel Shop
4636,Mill Basin,40.61597424,-73.91515392,China Wok,40.615496,-73.918505,Chinese Restaurant
4637,Mill Basin,40.61597424,-73.91515392,Dagan's Kosher Pizza,40.61367993,-73.91224672,Pizza Place
4638,Mill Basin,40.61597424,-73.91515392,Hunan West,40.613448,-73.912553,Chinese Restaurant
4639,Mill Basin,40.61597424,-73.91515392,Dagan pizza,40.613448,-73.912553,Pizza Place
4640,Mill Basin,40.61597424,-73.91515392,Empire Grill,40.61355972,-73.91229248,Middle Eastern Restaurant
4641,Mill Basin,40.61597424,-73.91515392,Joseph Dream Burger,40.613602,-73.912175,Burger Joint
4642,Mill Basin,40.61597424,-73.91515392,Mr. Kam,40.619384,-73.91576,Chinese Restaurant
4643,Mill Basin,40.61597424,-73.91515392,Vikki's Restaurant,40.61957159,-73.91750662,Breakfast Spot
4644,Mill Basin,40.61597424,-73.91515392,Vikki's Restaurant,40.61938095,-73.91746521,Italian Restaurant
4645,Mill Basin,40.61597424,-73.91515392,Brooklyn Diner,40.619473,-73.91734,Diner
4646,Mill Basin,40.61597424,-73.91515392,Seatide,40.6193645,-73.91768059,Seafood Restaurant
4647,Mill Basin,40.61597424,-73.91515392,China Kettle,40.61686733,-73.90996453,Chinese Restaurant
4648,Mill Basin,40.61597424,-73.91515392,China tokyo brooklyn ny,40.619208,-73.91852,Chinese Restaurant
4649,Mill Basin,40.61597424,-73.91515392,Sushiyama,40.61692207,-73.90986355,Sushi Restaurant
4650,Jamaica Hills,40.71145964,-73.79646462,Popeyes Louisiana Kitchen,40.70984746,-73.79551776,Fried Chicken Joint
4651,Jamaica Hills,40.71145964,-73.79646462,Genesis #1,40.70882747,-73.79931751,Caribbean Restaurant
4652,Jamaica Hills,40.71145964,-73.79646462,King Kabab,40.709936,-73.795289,Halal Restaurant
4653,Jamaica Hills,40.71145964,-73.79646462,Sagar Restaurant,40.71032862,-73.79412262,Indian Restaurant
4654,Jamaica Hills,40.71145964,-73.79646462,Annam Brahma,40.71278145,-73.80128257,Indian Restaurant
4655,Jamaica Hills,40.71145964,-73.79646462,Subway,40.70965518,-73.79475687,Sandwich Place
4656,Jamaica Hills,40.71145964,-73.79646462,Sagar Chinese,40.71112852,-73.79302147,Chinese Restaurant
4657,Jamaica Hills,40.71145964,-73.79646462,Amina Thai,40.71089656,-73.79233008,Thai Restaurant
4658,Jamaica Hills,40.71145964,-73.79646462,Yummy Fried Chicken,40.70991449,-73.79462045,Fast Food Restaurant
4659,Jamaica Hills,40.71145964,-73.79646462,IHOP,40.71138191,-73.79130977,Breakfast Spot
4660,Jamaica Hills,40.71145964,-73.79646462,Dunkin',40.71353709,-73.79436019,Donut Shop
4661,Jamaica Hills,40.71145964,-73.79646462,Dunkin',40.7106763,-73.7925886,Donut Shop
4662,Jamaica Hills,40.71145964,-73.79646462,Crown Fried Chicken,40.71099206,-73.79187913,Southern / Soul Food Restaurant
4663,Jamaica Hills,40.71145964,-73.79646462,Chang Pai Thai & Chinese Restaurant,40.70967877,-73.79580806,Asian Restaurant
